Datetime,Jefferson River near Three Forks MT: Streamflow,Madison River bl Ennis Lake nr McAllister MT: Streamflow,Gallatin River at Logan MT: Streamflow
2020-01-02,1320.0,1550.0,788.0
2020-01-03,1330.0,1700.0,784.0
2020-01-04,1280.0,1550.0,783.0
2020-01-05,1250.0,1420.0,755.0
2020-01-06,1180.0,1370.0,742.0
2020-01-07,1240.0,1370.0,758.0
2020-01-08,1280.0,1390.0,757.0
2020-01-09,1290.0,1420.0,758.0
2020-01-10,1110.0,1410.0,738.0
2020-01-11,1020.0,1200.0,720.0
2020-01-12,1070.0,1180.0,730.0
2020-01-13,1120.0,1200.0,732.0
2020-01-14,1080.0,1210.0,714.0
2020-01-15,1050.0,1220.0,662.0
2020-01-16,1100.0,1200.0,691.0
2020-01-17,1130.0,1330.0,749.0
2020-01-18,1200.0,1480.0,712.0
2020-01-19,1190.0,1450.0,713.0
2020-01-20,1240.0,1450.0,696.0
2020-01-21,1230.0,1430.0,714.0
2020-01-22,1210.0,1660.0,730.0
2020-01-23,1230.0,1690.0,715.0
2020-01-24,1240.0,1630.0,713.0
2020-01-25,1250.0,1600.0,715.0
2020-01-26,1270.0,1590.0,715.0
2020-01-27,1260.0,1580.0,722.0
2020-01-28,1280.0,1520.0,715.0
2020-01-29,1300.0,1470.0,703.0
2020-01-30,1330.0,1470.0,715.0
2020-01-31,1420.0,1480.0,708.0
2020-02-01,1550.0,1490.0,708.0
2020-02-02,1570.0,1300.0,754.0
2020-02-03,1390.0,1190.0,723.0
2020-02-04,1120.0,1160.0,657.0
2020-02-05,1130.0,1170.0,656.0
2020-02-06,1330.0,1190.0,727.0
2020-02-07,1360.0,1370.0,723.0
2020-02-08,1290.0,1460.0,723.0
2020-02-09,1220.0,1460.0,719.0
2020-02-10,1140.0,1460.0,720.0
2020-02-11,1140.0,1450.0,676.0
2020-02-12,1100.0,1410.0,708.0
2020-02-13,1080.0,1450.0,701.0
2020-02-14,1140.0,1480.0,710.0
2020-02-15,1170.0,1470.0,697.0
2020-02-16,1170.0,1470.0,703.0
2020-02-17,1150.0,1480.0,698.0
2020-02-18,1100.0,1420.0,692.0
2020-02-19,1050.0,1270.0,677.0
2020-02-20,971.0,1170.0,617.0
2020-02-21,962.0,1160.0,619.0
2020-02-22,1020.0,1280.0,664.0
2020-02-23,1100.0,1440.0,692.0
2020-02-24,1150.0,1430.0,693.0
2020-02-25,1120.0,1560.0,686.0
2020-02-26,1090.0,1580.0,675.0
2020-02-27,1110.0,1510.0,674.0
2020-02-28,1120.0,1450.0,679.0
2020-02-29,1140.0,1420.0,690.0
2020-03-01,1150.0,1420.0,701.0
2020-03-02,1130.0,1500.0,694.0
2020-03-03,1130.0,1600.0,713.0
2020-03-04,1170.0,1730.0,828.0
2020-03-05,1150.0,1510.0,867.0
2020-03-06,1150.0,1430.0,843.0
2020-03-07,1170.0,1480.0,1060.0
2020-03-08,1200.0,1530.0,1200.0
2020-03-09,1230.0,1520.0,1110.0
2020-03-10,1210.0,1480.0,913.0
2020-03-11,1170.0,1260.0,865.0
2020-03-12,1170.0,1270.0,922.0
2020-03-13,1170.0,1220.0,865.0
2020-03-14,1140.0,1210.0,810.0
2020-03-15,1010.0,1400.0,763.0
2020-03-16,1090.0,1680.0,763.0
2020-03-17,1240.0,1720.0,792.0
2020-03-18,1210.0,1610.0,821.0
2020-03-19,1190.0,1520.0,837.0
2020-03-20,1150.0,1490.0,805.0
2020-03-21,1150.0,1480.0,812.0
2020-03-22,1140.0,1490.0,836.0
2020-03-23,1150.0,1490.0,854.0
2020-03-24,1160.0,1490.0,880.0
2020-03-25,1190.0,1490.0,896.0
2020-03-26,1180.0,1490.0,887.0
2020-03-27,1160.0,1480.0,864.0
2020-03-28,1150.0,1470.0,834.0
2020-03-29,1140.0,1480.0,835.0
2020-03-30,1140.0,1480.0,849.0
2020-03-31,1180.0,1330.0,877.0
2020-04-01,1210.0,1240.0,896.0
2020-04-02,1180.0,1230.0,844.0
2020-04-03,1140.0,1270.0,812.0
2020-04-04,1140.0,1280.0,806.0
2020-04-05,1140.0,1300.0,819.0
2020-04-06,1150.0,1230.0,831.0
2020-04-07,1160.0,1210.0,867.0
2020-04-08,1190.0,1250.0,936.0
2020-04-09,1240.0,1290.0,975.0
2020-04-10,1300.0,1320.0,1020.0
2020-04-11,1430.0,1340.0,1150.0
2020-04-12,1660.0,1380.0,1160.0
2020-04-13,1750.0,1470.0,1030.0
2020-04-14,1660.0,1430.0,997.0
2020-04-15,1620.0,1380.0,1010.0
2020-04-16,1580.0,1410.0,988.0
2020-04-17,,,
2020-04-18,,,
2020-04-19,,,
2020-04-20,,,
2020-04-21,,,
2020-04-22,,,
2020-04-23,,,
2020-04-24,,,
2020-04-25,,,
2020-04-26,,,
2020-04-27,,,
2020-04-28,,,
2020-04-29,,,
2020-04-30,,,
2020-05-01,,,
2020-05-02,,,
2020-05-03,,,
2020-05-04,,,
2020-05-05,,,
2020-05-06,,,
2020-05-07,,,
2020-05-08,,,
2020-05-09,,,
2020-05-10,,,
2020-05-11,,,
2020-05-12,,,
2020-05-13,,,
2020-05-14,,,
2020-05-15,,,
2020-05-16,,,
2020-05-17,,,
2020-05-18,,,
2020-05-19,,,
2020-05-20,,,
2020-05-21,,,
2020-05-22,,,
2020-05-23,,,
2020-05-24,,,
2020-05-25,,,
2020-05-26,,,
2020-05-27,,,
2020-05-28,,,
2020-05-29,,,
2020-05-30,,,
2020-05-31,,,
2020-06-01,,,
2020-06-02,,,
2020-06-03,,,
2020-06-04,,,
2020-06-05,,,
2020-06-06,,,
2020-06-07,,,
2020-06-08,,,
2020-06-09,,,
2020-06-10,,,
2020-06-11,,,
2020-06-12,,,
2020-06-13,,,
2020-06-14,,,
2020-06-15,,,
2020-06-16,,,
2020-06-17,,,
2020-06-18,,,
2020-06-19,,,
2020-06-20,,,
2020-06-21,,,
2020-06-22,,,
2020-06-23,,,
2020-06-24,,,
2020-06-25,,,
2020-06-26,,,
2020-06-27,,,
2020-06-28,,,
2020-06-29,,,
2020-06-30,,,
2020-07-01,,,
2020-07-02,,,
2020-07-03,,,
2020-07-04,,,
2020-07-05,,,
2020-07-06,,,
2020-07-07,,,
2020-07-08,,,
2020-07-09,,,
2020-07-10,,,
2020-07-11,,,
2020-07-12,,,
2020-07-13,,,
2020-07-14,,,
2020-07-15,,,
2020-07-16,,,
2020-07-17,,,
2020-07-18,,,
2020-07-19,,,
2020-07-20,,,
2020-07-21,,,
2020-07-22,,,
2020-07-23,,,
2020-07-24,,,
2020-07-25,,,
2020-07-26,,,
2020-07-27,,,
2020-07-28,,,
2020-07-29,,,
2020-07-30,,,
2020-07-31,,,
2020-08-01,,,
2020-08-02,,,
2020-08-03,,,
2020-08-04,,,
2020-08-05,,,
2020-08-06,,,
2020-08-07,,,
2020-08-08,,,
2020-08-09,,,
2020-08-10,,,
2020-08-11,,,
2020-08-12,,,
2020-08-13,,,
2020-08-14,,,
2020-08-15,,,
2020-08-16,,,
2020-08-17,,,
2020-08-18,,,
2020-08-19,,,
2020-08-20,,,
2020-08-21,,,
2020-08-22,,,
2020-08-23,,,
2020-08-24,,,
2020-08-25,,,
2020-08-26,,,
2020-08-27,,,
2020-08-28,,,
2020-08-29,,,
2020-08-30,,,
2020-08-31,,,
2020-09-01,,,
2020-09-02,,,
2020-09-03,,,
2020-09-04,,,
2020-09-05,,,
2020-09-06,,,
2020-09-07,,,
2020-09-08,,,
2020-09-09,,,
2020-09-10,,,
2020-09-11,,,
2020-09-12,,,
2020-09-13,,,
2020-09-14,,,
2020-09-15,,,
2020-09-16,,,
2020-09-17,,,
2020-09-18,,,
2020-09-19,,,
2020-09-20,,,
2020-09-21,,,
2020-09-22,,,
2020-09-23,,,
2020-09-24,,,
2020-09-25,,,
2020-09-26,,,
2020-09-27,,,
2020-09-28,,,
2020-09-29,,,
2020-09-30,,,
