Datetime,Copper Bottom: Snow Water Equivalent,Copper Camp: Snow Water Equivalent,Waldron: Snow Water Equivalent,Wood Creek: Snow Water Equivalent,GIBSON RESERVOIR; MONTANA: Inflow
1989-10-01,0.0,0.0,0.0,0.0,405.57
1989-10-02,0.0,0.0,0.0,0.0,462.053
1989-10-03,0.0,0.0,0.0,0.0,405.563
1989-10-04,0.0,0.0,0.0,0.0,461.781
1989-10-05,0.0,0.0,0.0,0.0,461.781
1989-10-06,0.0,0.0,0.0,0.0,462.053
1989-10-07,0.0,0.0,0.0,0.0,405.563
1989-10-08,0.0,0.0,0.0,0.0,406.571
1989-10-09,0.0,0.0,0.0,0.0,406.843
1989-10-10,0.0,0.0,0.0,0.0,682.571
1989-10-11,0.0,0.0,0.0,0.0,216.613
1989-10-12,0.0,0.0,0.0,0.0,442.826
1989-10-13,0.0,0.0,0.0,0.0,500.542
1989-10-14,0.0,0.0,0.0,0.0,503.732
1989-10-15,0.0,0.0,0.0,0.0,453.262
1989-10-16,0.0,0.0,0.0,0.0,396.102
1989-10-17,0.0,0.0,0.0,0.0,405.982
1989-10-18,0.0,0.0,0.0,0.0,512.221
1989-10-19,0.0,0.0,0.0,0.0,411.006
1989-10-20,0.0,0.0,0.0,0.0,282.332
1989-10-21,0.0,0.0,0.0,0.0,338.552
1989-10-22,0.0,0.0,0.0,0.0,340.819
1989-10-23,0.0,0.0,0.0,0.0,402.107
1989-10-24,0.0,0.0,0.0,0.0,368.927
1989-10-25,0.0,0.0,0.0,0.0,369.282
1989-10-26,0.0,0.0,0.0,0.0,369.282
1989-10-27,0.0,0.0,0.0,0.0,347.718
1989-10-28,0.0,0.0,0.0,0.0,347.718
1989-10-29,0.0,0.0,0.0,0.0,348.073
1989-10-30,0.0,0.0,0.0,0.0,348.071
1989-10-31,0.0,0.0,0.0,0.0,347.822
1989-11-01,0.1,0.2,0.5,0.0,603.181
1989-11-02,0.2,0.3,0.6,0.0,92.962
1989-11-03,0.2,0.5,0.6,0.0,552.108
1989-11-04,0.3,1.7,0.7,0.0,418.903
1989-11-05,0.0,1.7,1.3,0.0,369.496
1989-11-06,0.0,2.0,1.3,0.0,431.611
1989-11-07,0.2,2.5,1.6,0.3,321.443
1989-11-08,0.3,2.6,2.0,0.6,312.827
1989-11-09,0.3,2.9,2.1,0.7,59.231
1989-11-10,0.0,2.6,2.1,0.5,59.233
1989-11-11,0.0,2.3,1.4,0.1,709.316
1989-11-12,0.0,2.1,0.8,0.1,3009.093
1989-11-13,0.0,2.1,0.8,0.1,2441.735
1989-11-14,0.0,2.5,0.8,0.3,1837.586
1989-11-15,0.2,2.7,1.2,0.5,1392.414
1989-11-16,0.3,3.0,1.3,0.5,1308.516
1989-11-17,0.3,3.0,1.3,0.5,979.945
1989-11-18,0.3,3.0,1.3,0.5,985.392
1989-11-19,0.2,3.2,1.3,0.5,991.19
1989-11-20,0.2,3.2,1.3,0.5,997.1
1989-11-21,0.0,3.2,1.3,0.5,856.141
1989-11-22,0.2,3.0,1.4,0.5,935.593
1989-11-23,0.2,2.8,1.4,0.4,838.285
1989-11-24,0.2,3.1,1.5,0.4,840.404
1989-11-25,0.2,3.1,1.6,0.4,667.975
1989-11-26,0.3,3.3,1.8,0.4,738.971
1989-11-27,0.5,3.5,2.0,0.5,689.305
1989-11-28,0.6,3.7,2.1,0.5,605.199
1989-11-29,0.6,3.8,2.1,0.5,656.475
1989-11-30,0.7,3.8,2.1,0.0,550.949
1989-12-01,0.8,3.8,2.1,0.0,757.051
1989-12-02,0.8,3.8,2.1,0.0,739.051
1989-12-03,0.9,4.1,2.1,0.0,781.326
1989-12-04,0.9,4.2,2.1,0.0,707.291
1989-12-05,0.6,4.3,2.1,0.3,662.029
1989-12-06,0.6,4.3,2.0,0.5,697.936
1989-12-07,0.7,4.6,2.0,0.5,626.029
1989-12-08,0.7,4.8,2.1,0.5,519.0
1989-12-09,0.9,5.4,2.4,0.5,572.645
1989-12-10,1.1,5.4,2.7,0.8,519.0
1989-12-11,1.2,5.4,2.9,0.9,569.769
1989-12-12,1.3,5.9,3.0,0.9,569.769
1989-12-13,1.3,5.9,3.0,0.9,569.521
1989-12-14,1.3,5.9,3.0,0.9,569.767
1989-12-15,1.4,5.9,3.0,1.0,519.0
1989-12-16,1.4,5.9,3.1,1.0,569.769
1989-12-17,1.5,5.9,3.2,1.0,569.769
1989-12-18,1.5,5.9,3.3,1.1,614.769
1989-12-19,1.6,6.2,3.4,1.1,450.925
1989-12-20,1.6,6.6,3.4,1.3,603.479
1989-12-21,2.0,6.6,3.8,1.7,603.231
1989-12-22,2.2,7.1,3.9,1.8,281.621
1989-12-23,2.2,7.5,4.0,1.9,233.828
1989-12-24,2.2,7.5,4.0,1.9,499.424
1989-12-25,2.2,7.5,4.0,1.9,425.199
1989-12-26,2.2,7.6,4.0,1.9,425.404
1989-12-27,2.2,7.6,4.0,1.9,670.397
1989-12-28,2.2,7.6,4.0,1.9,465.0
1989-12-29,2.2,7.6,4.0,2.0,516.525
1989-12-30,2.2,7.6,4.0,2.0,465.0
1989-12-31,2.2,7.7,4.1,2.0,516.525
1990-01-01,2.2,7.9,4.1,2.3,457.0
1990-01-02,2.2,7.9,4.1,2.3,457.0
1990-01-03,2.2,7.9,4.1,2.3,457.0
1990-01-04,2.2,8.4,4.2,2.3,405.475
1990-01-05,2.4,8.8,4.2,2.3,450.0
1990-01-06,2.4,9.0,4.2,2.5,398.475
1990-01-07,2.7,9.8,4.5,2.8,347.199
1990-01-08,3.6,11.0,4.8,3.0,398.475
1990-01-09,4.1,12.7,5.3,3.4,450.0
1990-01-10,4.6,13.3,5.7,4.0,450.0
1990-01-11,4.7,13.4,5.7,4.0,501.525
1990-01-12,4.7,13.7,5.7,4.0,501.525
1990-01-13,4.7,13.9,5.7,4.0,450.0
1990-01-14,4.7,14.2,5.7,4.0,398.475
1990-01-15,4.7,14.1,5.7,4.0,398.475
1990-01-16,4.7,14.0,5.7,4.0,450.0
1990-01-17,4.7,14.0,5.7,4.0,450.0
1990-01-18,4.8,14.0,5.7,4.0,398.929
1990-01-19,4.8,14.1,5.7,4.0,348.105
1990-01-20,4.8,14.4,5.7,4.0,347.857
1990-01-21,4.8,14.8,5.7,4.0,347.857
1990-01-22,4.8,15.0,5.7,4.0,297.035
1990-01-23,5.2,15.7,6.0,4.1,383.073
1990-01-24,5.5,16.2,6.4,4.3,433.893
1990-01-25,5.7,16.6,6.5,4.4,383.073
1990-01-26,6.1,17.7,7.0,4.7,434.143
1990-01-27,6.2,17.8,7.5,4.8,332.0
1990-01-28,6.8,18.8,7.8,5.0,383.071
1990-01-29,7.4,20.2,8.3,5.4,382.822
1990-01-30,8.0,21.3,8.9,5.8,383.073
1990-01-31,8.3,21.6,9.2,6.0,332.0
1990-02-01,8.3,21.8,9.6,6.1,332.0
1990-02-02,8.5,22.3,9.6,6.1,332.0
1990-02-03,8.6,22.7,9.8,6.2,332.0
1990-02-04,8.6,22.8,9.8,6.2,383.071
1990-02-05,8.7,22.9,9.9,6.2,332.0
1990-02-06,8.8,23.3,10.1,6.3,332.0
1990-02-07,9.0,23.6,10.3,6.4,332.0
1990-02-08,9.0,23.9,10.4,6.6,332.0
1990-02-09,9.2,24.4,10.5,6.7,383.525
1990-02-10,9.2,25.4,10.6,6.7,332.0
1990-02-11,9.2,26.2,10.7,6.8,383.525
1990-02-12,9.3,26.5,11.0,6.9,434.801
1990-02-13,9.5,26.5,11.1,7.0,332.0
1990-02-14,9.5,26.5,11.2,7.0,332.0
1990-02-15,9.5,26.5,11.2,7.0,332.0
1990-02-16,9.5,26.7,11.2,7.0,332.0
1990-02-17,9.6,27.0,11.3,7.0,332.0
1990-02-18,9.6,27.1,11.3,7.1,332.0
1990-02-19,9.6,27.4,11.3,7.1,332.0
1990-02-20,9.6,27.7,11.3,7.1,332.0
1990-02-21,9.7,28.4,11.3,7.1,332.0
1990-02-22,9.7,28.6,11.3,7.1,280.475
1990-02-23,9.7,28.6,11.3,7.1,332.0
1990-02-24,9.8,28.7,11.4,7.2,332.0
1990-02-25,9.8,29.0,11.4,7.2,332.0
1990-02-26,9.8,29.0,11.4,7.2,332.0
1990-02-27,9.8,29.0,11.5,7.2,332.0
1990-02-28,9.9,29.0,11.6,7.2,332.0
1990-03-01,9.9,29.0,11.7,7.3,332.0
1990-03-02,9.9,29.0,11.7,7.3,332.0
1990-03-03,9.9,29.2,11.7,7.3,332.0
1990-03-04,9.9,29.3,11.7,7.3,332.0
1990-03-05,9.9,29.3,11.7,7.3,332.0
1990-03-06,9.9,29.3,11.7,7.3,325.0
1990-03-07,9.9,29.3,11.7,7.3,325.0
1990-03-08,9.9,29.5,11.7,7.3,325.0
1990-03-09,9.9,29.6,11.7,7.3,325.0
1990-03-10,9.9,29.9,11.7,7.3,325.0
1990-03-11,9.9,29.9,11.7,7.5,325.0
1990-03-12,10.6,30.4,12.1,7.9,266.725
1990-03-13,10.7,30.7,12.2,8.0,318.0
1990-03-14,10.8,31.1,12.3,8.2,318.0
1990-03-15,10.8,31.3,12.3,8.2,318.0
1990-03-16,10.8,31.3,12.3,8.2,369.275
1990-03-17,10.8,31.7,12.3,8.2,318.0
1990-03-18,10.8,31.5,12.3,8.2,318.0
1990-03-19,10.8,31.7,12.4,8.2,318.0
1990-03-20,10.8,32.0,12.4,8.2,318.0
1990-03-21,10.8,32.0,12.5,8.2,318.0
1990-03-22,10.8,32.0,12.7,8.3,318.0
1990-03-23,10.9,32.0,13.0,8.7,318.0
1990-03-24,11.0,32.1,13.1,8.7,318.0
1990-03-25,11.0,32.3,13.1,8.7,318.0
1990-03-26,11.0,32.5,13.1,8.7,376.525
1990-03-27,11.0,32.6,12.9,8.7,376.525
1990-03-28,10.9,32.6,12.7,8.7,376.525
1990-03-29,10.9,32.6,12.7,8.7,376.525
1990-03-30,10.9,32.8,12.7,8.8,376.275
1990-03-31,10.9,32.8,12.7,8.8,376.525
1990-04-01,10.9,32.8,12.7,8.8,437.17
1990-04-02,10.8,32.6,12.7,8.8,795.965
1990-04-03,10.7,32.3,12.3,8.8,1045.089
1990-04-04,10.6,32.2,12.0,8.8,1185.654
1990-04-05,10.6,32.1,11.9,8.7,1253.36
1990-04-06,10.5,32.2,11.8,8.7,1065.817
1990-04-07,10.4,32.2,11.8,8.7,1070.057
1990-04-08,10.3,32.3,11.5,8.7,1164.94
1990-04-09,10.1,32.3,11.3,8.7,1114.173
1990-04-10,10.1,31.9,11.4,8.7,1051.911
1990-04-11,10.1,32.2,11.4,8.7,943.865
1990-04-12,10.0,32.2,11.4,8.7,853.771
1990-04-13,9.8,32.2,11.4,8.7,857.856
1990-04-14,9.6,32.2,11.2,8.7,1012.584
1990-04-15,9.0,31.9,10.9,8.7,1215.564
1990-04-16,8.6,30.9,10.5,8.5,1215.81
1990-04-17,8.5,30.1,10.2,8.5,1418.19
1990-04-18,8.1,29.6,9.8,8.3,1469.154
1990-04-19,7.5,29.1,9.3,8.1,1806.19
1990-04-20,7.0,28.9,8.7,7.8,2010.474
1990-04-21,6.3,28.2,8.2,7.4,2474.408
1990-04-22,5.6,27.0,7.4,6.9,3116.719
1990-04-23,4.8,27.0,6.6,6.4,3868.443
1990-04-24,4.0,26.7,5.9,6.0,3777.522
1990-04-25,3.5,26.4,5.4,5.7,3304.433
1990-04-26,3.2,26.1,5.1,5.4,2946.714
1990-04-27,2.9,25.8,5.0,5.3,2491.7
1990-04-28,2.7,25.8,5.0,5.1,2177.864
1990-04-29,2.7,25.4,5.1,5.2,1948.259
1990-04-30,2.7,25.6,5.2,5.2,1764.769
1990-05-01,2.7,25.8,5.2,5.3,1530.984
1990-05-02,1.7,25.9,4.6,4.9,1414.24
1990-05-03,1.4,26.3,4.4,4.9,1474.808
1990-05-04,0.7,26.4,3.6,4.7,1446.07
1990-05-05,0.2,25.9,2.7,4.1,1673.097
1990-05-06,0.0,25.0,1.7,3.5,2136.576
1990-05-07,0.0,23.3,0.5,2.7,2627.315
1990-05-08,0.0,22.9,0.3,2.5,2775.187
1990-05-09,0.0,23.0,0.3,2.5,2280.805
1990-05-10,0.0,23.5,0.1,2.5,1876.024
1990-05-11,0.0,23.4,0.1,2.5,1840.477
1990-05-12,0.0,23.2,0.0,2.0,1746.264
1990-05-13,0.0,22.7,0.0,1.5,1771.926
1990-05-14,0.0,22.5,0.0,1.5,1730.462
1990-05-15,0.0,23.4,0.0,1.5,1803.173
1990-05-16,0.0,23.9,0.0,1.7,1713.844
1990-05-17,0.0,24.0,0.0,1.7,1566.944
1990-05-18,0.0,24.3,0.0,1.6,1744.955
1990-05-19,0.0,23.6,0.0,1.2,1647.283
1990-05-20,0.0,23.0,0.0,0.8,1797.054
1990-05-21,0.0,22.8,0.0,0.4,1643.0
1990-05-22,0.0,22.6,0.0,0.1,1752.571
1990-05-23,0.0,22.0,0.0,0.0,1633.871
1990-05-24,0.0,20.8,0.0,0.0,2252.986
1990-05-25,0.0,19.7,0.0,0.0,2166.71
1990-05-26,0.0,19.9,0.0,0.0,3487.223
1990-05-27,0.0,20.1,0.0,0.0,2353.996
1990-05-28,0.0,19.4,0.0,0.0,2738.541
1990-05-29,0.0,18.4,0.0,0.0,3268.617
1990-05-30,0.0,17.3,0.0,0.0,5071.034
1990-05-31,0.0,15.5,0.0,0.0,6289.853
1990-06-01,0.0,14.9,0.0,0.0,4784.987
1990-06-02,0.0,15.6,0.0,0.0,3868.74
1990-06-03,0.0,16.1,0.0,0.0,3206.383
1990-06-04,0.0,16.4,0.0,0.0,3019.775
1990-06-05,0.0,15.5,0.0,0.0,2880.225
1990-06-06,0.0,14.8,0.0,0.0,3126.617
1990-06-07,0.0,13.7,0.0,0.0,2996.771
1990-06-08,0.0,12.1,0.0,0.0,3129.752
1990-06-09,0.0,11.4,0.0,0.0,2930.951
1990-06-10,0.0,9.8,0.0,0.0,3128.612
1990-06-11,0.0,8.0,0.0,0.0,4174.718
1990-06-12,0.0,7.7,0.0,0.0,4459.841
1990-06-13,0.0,7.8,0.0,0.0,3007.921
1990-06-14,0.0,7.8,0.0,0.0,2286.669
1990-06-15,0.0,7.8,0.0,0.0,2690.52
1990-06-16,0.0,7.5,0.0,0.0,2044.175
1990-06-17,0.0,6.3,0.0,0.0,2304.223
1990-06-18,0.0,4.8,0.0,0.0,2287.777
1990-06-19,0.0,3.1,0.0,0.0,2713.723
1990-06-20,0.0,1.8,0.0,0.0,3203.993
1990-06-21,0.0,0.6,0.0,0.0,3489.52
1990-06-22,0.0,0.0,0.0,0.0,3521.1
1990-06-23,0.0,0.0,0.0,0.0,3553.0
1990-06-24,0.0,0.0,0.0,0.0,4077.38
1990-06-25,0.0,0.0,0.0,0.0,4068.52
1990-06-26,0.0,0.0,0.0,0.0,4133.1
1990-06-27,0.0,0.0,0.0,0.0,3752.1
1990-06-28,0.0,0.0,0.0,0.0,2777.72
1990-06-29,0.0,0.0,0.0,0.0,2805.28
1990-06-30,0.0,0.0,0.0,0.0,2509.799
1990-07-01,0.0,0.0,0.0,0.0,2574.38
1990-07-02,0.0,0.0,0.0,0.0,2594.0
1990-07-03,0.0,0.0,0.0,0.0,2594.0
1990-07-04,0.0,0.0,0.0,0.0,1758.921
1990-07-05,0.0,0.0,0.0,0.0,1917.62
1990-07-06,0.0,0.0,0.0,0.0,1722.669
1990-07-07,0.0,0.0,0.0,0.0,1865.0
1990-07-08,0.0,0.0,0.0,0.0,1411.175
1990-07-09,0.0,0.0,0.0,0.0,1470.445
1990-07-10,0.0,0.0,0.0,0.0,1414.2
1990-07-11,0.0,0.0,0.0,0.0,1344.782
1990-07-12,0.0,0.0,0.0,0.0,1337.38
1990-07-13,0.0,0.0,0.0,0.0,1229.651
1990-07-14,0.0,0.0,0.0,0.0,1274.906
1990-07-15,0.0,0.0,0.0,0.0,1142.365
1990-07-16,0.0,0.0,0.0,0.0,1139.245
1990-07-17,0.0,0.0,0.0,0.0,1059.651
1990-07-18,0.0,0.0,0.0,0.0,939.523
1990-07-19,0.0,0.0,0.0,0.0,934.36
1990-07-20,0.0,0.0,0.0,0.0,876.172
1990-07-21,0.0,0.0,0.0,0.0,880.315
1990-07-22,0.0,0.0,0.0,0.0,884.3
1990-07-23,0.0,0.0,0.0,0.0,762.597
1990-07-24,0.0,0.0,0.0,0.0,769.966
1990-07-25,0.0,0.0,0.0,0.0,828.002
1990-07-26,0.0,0.0,0.0,0.0,704.155
1990-07-27,0.0,0.0,0.0,0.0,671.45
1990-07-28,0.0,0.0,0.0,0.0,742.882
1990-07-29,0.0,0.0,0.0,0.0,696.054
1990-07-30,0.0,0.0,0.0,0.0,544.742
1990-07-31,0.0,0.0,0.0,0.0,640.72
1990-08-01,0.0,0.0,0.0,0.0,598.684
1990-08-02,0.0,0.0,0.0,0.0,637.302
1990-08-03,0.0,0.0,0.0,0.0,592.48
1990-08-04,0.0,0.0,0.0,0.0,515.258
1990-08-05,0.0,0.0,0.0,0.0,538.312
1990-08-06,0.0,0.0,0.0,0.0,586.115
1990-08-07,0.0,0.0,0.0,0.0,546.024
1990-08-08,0.0,0.0,0.0,0.0,504.555
1990-08-09,0.0,0.0,0.0,0.0,434.887
1990-08-10,0.0,0.0,0.0,0.0,529.725
1990-08-11,0.0,0.0,0.0,0.0,525.547
1990-08-12,0.0,0.0,0.0,0.0,500.842
1990-08-13,0.0,0.0,0.0,0.0,538.942
1990-08-14,0.0,0.0,0.0,0.0,487.227
1990-08-15,0.0,0.0,0.0,0.0,453.057
1990-08-16,0.0,0.0,0.0,0.0,490.569
1990-08-17,0.0,0.0,0.0,0.0,449.915
1990-08-18,0.0,0.0,0.0,0.0,545.492
1990-08-19,0.0,0.0,0.0,0.0,505.113
1990-08-20,0.0,0.0,0.0,0.0,709.777
1990-08-21,0.0,0.0,0.0,0.0,668.584
1990-08-22,0.0,0.0,0.0,0.0,539.793
1990-08-23,0.0,0.0,0.0,0.0,525.591
1990-08-24,0.0,0.0,0.0,0.0,519.137
1990-08-25,0.0,0.0,0.0,0.0,550.348
1990-08-26,0.0,0.0,0.0,0.0,550.559
1990-08-27,0.0,0.0,0.0,0.0,506.694
1990-08-28,0.0,0.0,0.0,0.0,550.346
1990-08-29,0.0,0.0,0.0,0.0,550.348
1990-08-30,0.0,0.0,0.0,0.0,520.559
1990-08-31,0.0,0.0,0.0,0.0,509.348
1990-09-01,0.0,0.0,0.0,0.0,466.299
1990-09-02,0.0,0.0,0.0,0.0,467.114
1990-09-03,0.0,0.0,0.0,0.0,466.906
1990-09-04,0.0,0.0,0.0,0.0,466.906
1990-09-05,0.0,0.0,0.0,0.0,467.114
1990-09-06,0.0,0.0,0.0,0.0,424.969
1990-09-07,0.0,0.0,0.0,0.0,425.729
1990-09-08,0.0,0.0,0.0,0.0,425.731
1990-09-09,0.0,0.0,0.0,0.0,426.078
1990-09-10,0.0,0.0,0.0,0.0,554.392
1990-09-11,0.0,0.0,0.0,0.0,552.25
1990-09-12,0.0,0.0,0.0,0.0,364.512
1990-09-13,0.0,0.0,0.0,0.0,366.54
1990-09-14,0.0,0.0,0.0,0.0,394.529
1990-09-15,0.0,0.0,0.0,0.0,172.666
1990-09-16,0.0,0.0,0.0,0.0,420.061
1990-09-17,0.0,0.0,0.0,0.0,351.35
1990-09-18,0.0,0.0,0.0,0.0,395.672
1990-09-19,0.0,0.0,0.0,0.0,361.264
1990-09-20,0.0,0.0,0.0,0.0,395.66
1990-09-21,0.0,0.0,0.0,0.0,357.8
1990-09-22,0.0,0.0,0.0,0.0,376.133
1990-09-23,0.0,0.0,0.0,0.0,379.914
1990-09-24,0.0,0.0,0.0,0.0,220.934
1990-09-25,0.0,0.0,0.0,0.0,393.118
1990-09-26,0.0,0.0,0.0,0.0,327.713
1990-09-27,0.0,0.0,0.0,0.0,191.529
1990-09-28,0.0,0.0,0.0,0.0,346.471
1990-09-29,0.0,0.0,0.0,0.0,379.879
1990-09-30,0.0,0.0,0.0,0.0,264.529
1990-10-01,0.0,0.0,0.0,0.0,298.644
1990-10-02,0.0,0.0,0.0,0.0,299.853
1990-10-03,0.0,0.0,0.0,0.0,334.826
1990-10-04,0.0,0.0,0.0,0.0,371.109
1990-10-05,0.0,0.0,0.0,0.0,342.751
1990-10-06,0.0,0.0,0.0,0.0,449.315
1990-10-07,0.0,0.0,0.3,0.0,416.861
1990-10-08,0.0,0.0,0.4,0.0,454.961
1990-10-09,0.0,0.0,0.4,0.0,422.58
1990-10-10,0.0,0.0,0.3,0.0,352.635
1990-10-11,0.0,0.1,0.3,0.0,391.816
1990-10-12,0.0,0.2,0.3,0.0,358.029
1990-10-13,0.0,0.6,0.4,0.0,359.14
1990-10-14,0.3,1.4,0.9,0.4,361.913
1990-10-15,0.4,1.6,1.0,0.5,401.996
1990-10-16,0.6,2.8,1.1,0.7,404.552
1990-10-17,0.5,2.8,1.3,0.8,446.701
1990-10-18,0.5,2.8,1.4,0.8,371.895
1990-10-19,0.4,2.9,1.4,0.8,332.886
1990-10-20,0.4,2.9,1.4,0.8,416.0
1990-10-21,0.3,2.9,1.4,0.8,372.447
1990-10-22,0.3,3.9,1.4,0.9,415.236
1990-10-23,0.1,3.9,1.3,0.9,419.12
1990-10-24,0.0,4.0,1.3,0.9,379.399
1990-10-25,0.0,4.0,1.2,0.8,381.42
1990-10-26,0.0,4.0,1.0,0.3,426.683
1990-10-27,0.0,3.9,0.7,0.2,514.79
1990-10-28,0.0,3.9,0.7,0.1,519.426
1990-10-29,0.0,3.7,0.6,0.0,524.115
1990-10-30,0.0,3.7,0.5,0.0,528.869
1990-10-31,0.0,3.7,0.4,0.0,528.442
1990-11-01,0.0,3.6,0.3,0.0,537.877
1990-11-02,0.1,3.5,0.2,0.1,543.322
1990-11-03,0.1,3.2,0.2,0.1,408.395
1990-11-04,0.2,3.5,0.3,0.0,362.421
1990-11-05,0.3,4.0,0.3,0.1,412.582
1990-11-06,0.5,4.1,0.4,0.3,365.85
1990-11-07,0.5,4.2,0.4,0.3,367.463
1990-11-08,0.6,4.3,0.4,0.3,443.866
1990-11-09,0.7,4.7,0.5,0.3,481.536
1990-11-10,0.8,5.3,0.8,0.7,360.0
1990-11-11,0.6,5.5,0.5,0.6,503.595
1990-11-12,0.5,5.5,0.4,0.3,504.28
1990-11-13,0.5,5.5,0.3,0.2,456.558
1990-11-14,0.4,5.3,0.2,0.1,456.794
1990-11-15,0.3,5.1,0.1,0.0,456.794
1990-11-16,0.3,5.1,0.2,0.0,408.16
1990-11-17,0.4,5.1,0.2,0.0,438.84
1990-11-18,0.4,5.1,0.2,0.0,390.206
1990-11-19,0.5,5.1,0.2,0.0,390.206
1990-11-20,0.5,5.1,0.3,0.0,446.84
1990-11-21,0.7,5.2,0.3,0.0,495.0
1990-11-22,0.9,6.1,0.3,0.2,495.0
1990-11-23,1.9,8.1,0.9,0.6,495.0
1990-11-24,1.9,8.1,1.3,0.7,446.602
1990-11-25,1.9,10.3,3.2,1.3,495.0
1990-11-26,2.0,11.5,3.9,1.6,495.0
1990-11-27,2.0,11.5,4.0,1.6,543.398
1990-11-28,2.0,11.9,4.1,1.8,495.0
1990-11-29,2.0,12.1,4.1,2.0,495.0
1990-11-30,2.2,12.5,4.5,2.1,446.602
1990-12-01,2.3,12.6,4.8,2.3,390.661
1990-12-02,2.4,13.1,4.8,2.3,487.0
1990-12-03,2.5,13.1,5.2,2.3,336.407
1990-12-04,2.5,13.3,5.2,2.3,288.464
1990-12-05,2.6,13.4,5.2,2.5,336.574
1990-12-06,2.6,13.6,5.3,2.5,385.156
1990-12-07,2.8,13.6,5.3,2.5,384.921
1990-12-08,2.8,13.6,5.3,2.5,480.0
1990-12-09,2.8,13.6,5.3,2.5,480.0
1990-12-10,2.8,13.6,5.3,2.5,390.0
1990-12-11,3.0,13.9,5.4,2.6,342.461
1990-12-12,3.1,14.1,5.6,2.6,390.0
1990-12-13,3.1,14.1,5.7,2.7,295.156
1990-12-14,3.1,14.1,5.7,2.7,342.461
1990-12-15,3.1,14.1,5.7,2.7,295.325
1990-12-16,3.1,14.1,5.7,2.7,295.961
1990-12-17,3.2,14.1,5.7,2.7,342.864
1990-12-18,3.9,15.0,6.3,2.7,342.864
1990-12-19,4.4,15.0,6.7,3.1,342.864
1990-12-20,4.4,15.0,6.8,3.2,342.866
1990-12-21,4.5,15.0,6.9,3.3,343.095
1990-12-22,4.6,15.0,6.9,3.3,353.0
1990-12-23,4.6,15.6,6.9,3.3,353.0
1990-12-24,4.7,16.0,6.9,3.3,353.0
1990-12-25,4.8,16.1,6.9,3.3,353.0
1990-12-26,4.8,16.1,6.9,3.3,353.0
1990-12-27,5.0,16.9,7.0,3.4,353.0
1990-12-28,6.0,18.0,7.5,3.9,353.0
1990-12-29,6.1,18.0,7.9,4.3,305.864
1990-12-30,6.2,18.1,7.9,4.3,353.0
1990-12-31,6.2,18.7,7.9,4.3,353.0
1991-01-01,6.7,20.6,8.0,4.4,298.864
1991-01-02,6.8,21.2,8.6,4.9,346.0
1991-01-03,6.8,21.2,8.7,4.9,346.0
1991-01-04,6.9,21.3,8.7,4.9,346.0
1991-01-05,6.9,21.3,8.8,4.9,346.0
1991-01-06,6.9,21.3,8.8,5.0,346.0
1991-01-07,7.0,21.5,8.9,5.0,299.471
1991-01-08,7.3,22.5,9.1,5.0,346.0
1991-01-09,7.5,22.9,9.4,5.1,318.0
1991-01-10,7.5,23.0,9.4,5.1,271.471
1991-01-11,7.5,23.1,9.4,5.1,271.697
1991-01-12,7.5,23.4,9.4,5.3,271.469
1991-01-13,7.9,24.6,9.9,5.5,271.471
1991-01-14,8.1,25.4,10.3,5.7,250.471
1991-01-15,8.4,26.1,10.4,5.8,204.168
1991-01-16,8.4,26.1,10.4,5.9,297.0
1991-01-17,8.4,26.3,10.5,5.9,262.0
1991-01-18,8.4,26.5,10.5,5.9,215.469
1991-01-19,8.5,26.7,10.9,6.1,262.0
1991-01-20,8.6,26.7,11.0,6.2,262.0
1991-01-21,8.6,26.9,11.0,6.3,262.0
1991-01-22,8.6,27.1,11.0,6.3,220.0
1991-01-23,8.6,27.1,11.1,6.3,173.471
1991-01-24,8.6,27.2,11.2,6.3,220.0
1991-01-25,8.6,27.2,11.2,6.4,220.0
1991-01-26,8.7,27.3,11.3,6.5,266.529
1991-01-27,8.7,27.3,11.4,6.5,220.0
1991-01-28,8.8,27.5,11.4,6.5,266.531
1991-01-29,8.9,27.5,11.5,6.7,220.0
1991-01-30,8.9,27.7,11.5,6.7,266.303
1991-01-31,8.9,27.9,11.5,6.7,266.529
1991-02-01,8.9,27.9,11.5,6.7,366.589
1991-02-02,8.9,28.0,11.5,6.7,273.303
1991-02-03,8.9,28.0,11.5,6.7,273.529
1991-02-04,8.9,28.2,11.5,6.7,313.665
1991-02-05,8.9,28.3,11.5,6.7,267.136
1991-02-06,8.9,28.3,11.5,6.7,266.905
1991-02-07,8.9,28.3,11.5,6.7,267.134
1991-02-08,8.9,28.3,11.5,6.7,267.136
1991-02-09,8.9,28.3,11.5,6.7,267.136
1991-02-10,8.9,28.4,11.4,6.8,267.136
1991-02-11,8.9,28.4,11.4,6.8,266.905
1991-02-12,9.0,28.4,11.4,6.8,314.269
1991-02-13,9.0,28.9,11.5,6.8,315.079
1991-02-14,9.0,29.0,11.5,6.8,314.844
1991-02-15,9.0,29.2,11.5,6.8,315.079
1991-02-16,9.0,29.3,11.5,6.8,262.0
1991-02-17,9.0,29.3,11.5,6.8,262.0
1991-02-18,9.0,29.3,11.6,6.8,262.0
1991-02-19,9.0,29.5,11.6,6.8,262.0
1991-02-20,9.4,30.9,12.0,7.0,309.539
1991-02-21,9.6,32.1,12.3,7.3,297.0
1991-02-22,9.8,32.3,12.3,7.3,344.307
