Datetime,Copper Bottom: Snow Water Equivalent,Copper Camp: Snow Water Equivalent,Waldron: Snow Water Equivalent,Wood Creek: Snow Water Equivalent,GIBSON RESERVOIR; MONTANA: Inflow
2012-05-27,0.0,28.9,0.0,1.4,1777.397
2012-05-28,0.0,29.5,0.4,1.9,1595.789
2012-05-29,0.0,29.7,0.0,1.7,1563.977
2012-05-30,0.0,29.7,0.0,1.5,1550.497
2012-05-31,0.0,29.3,0.0,0.9,1528.879
2012-06-01,0.0,28.6,0.0,0.0,1708.083
2012-06-02,0.0,26.8,0.0,0.0,2403.772
2012-06-03,0.0,24.5,0.0,0.0,2974.785
2012-06-04,0.0,22.5,0.0,0.0,2928.427
2012-06-05,0.0,20.7,0.0,0.0,4522.15
2012-06-06,0.0,18.5,0.0,0.0,8534.383
2012-06-07,0.0,18.1,0.0,0.0,5226.488
2012-06-08,0.0,17.1,0.0,0.0,3789.475
2012-06-09,0.0,15.5,0.0,0.0,3175.213
2012-06-10,0.0,14.4,0.0,0.0,2843.906
2012-06-11,0.0,14.2,0.0,0.0,2434.921
2012-06-12,0.0,13.0,0.0,0.0,2335.658
2012-06-13,0.0,11.0,0.0,0.0,2629.385
2012-06-14,0.0,9.4,0.0,0.0,3011.675
2012-06-15,0.0,7.7,0.0,0.0,2852.244
2012-06-16,0.0,5.5,0.0,0.0,2746.276
2012-06-17,0.0,3.7,0.0,0.0,2970.498
2012-06-18,0.0,1.8,0.0,0.0,3431.462
2012-06-19,0.0,0.0,0.0,0.0,2789.464
2012-06-20,0.0,0.0,0.0,0.0,2368.65
2012-06-21,0.0,0.0,0.0,0.0,2222.844
2012-06-22,0.0,0.0,0.0,0.0,2329.477
2012-06-23,0.0,0.0,0.0,0.0,2605.181
2012-06-24,0.0,0.0,0.0,0.0,2804.407
2012-06-25,0.0,0.0,0.0,0.0,2910.427
2012-06-26,0.0,0.0,0.0,0.0,2788.507
2012-06-27,0.0,0.0,0.0,0.0,2335.984
2012-06-28,0.0,0.0,0.0,0.0,1902.641
2012-06-29,0.0,0.0,0.0,0.0,1781.42
2012-06-30,0.0,0.0,0.0,0.0,1687.976
2012-07-01,0.0,0.0,0.0,0.0,1679.471
2012-07-02,0.0,0.0,0.0,0.0,1567.341
2012-07-03,0.0,0.0,0.0,0.0,1494.247
2012-07-04,0.0,0.0,0.0,0.0,1336.724
2012-07-05,0.0,0.0,0.0,0.0,1215.574
2012-07-06,0.0,0.0,0.0,0.0,1140.43
2012-07-07,0.0,0.0,0.0,0.0,1079.866
2012-07-08,0.0,0.0,0.0,0.0,1070.481
2012-07-09,0.0,0.0,0.0,0.0,1010.036
2012-07-10,0.0,0.0,0.0,0.0,949.963
2012-07-11,0.0,0.0,0.0,0.0,940.229
2012-07-12,0.0,0.0,0.0,0.0,871.125
2012-07-13,0.0,0.0,0.0,0.0,855.89
2012-07-14,0.0,0.0,0.0,0.0,816.566
2012-07-15,0.0,0.0,0.0,0.0,800.503
2012-07-16,0.0,0.0,0.0,0.0,786.857
2012-07-17,0.0,0.0,0.0,0.0,781.787
2012-07-18,0.0,0.0,0.0,0.0,776.624
2012-07-19,0.0,0.0,0.0,0.0,772.796
2012-07-20,0.0,0.0,0.0,0.0,655.177
2012-07-21,0.0,0.0,0.0,0.0,630.75
2012-07-22,0.0,0.0,0.0,0.0,610.941
2012-07-23,0.0,0.0,0.0,0.0,581.381
2012-07-24,0.0,0.0,0.0,0.0,546.747
2012-07-25,0.0,0.0,0.0,0.0,537.548
2012-07-26,0.0,0.0,0.0,0.0,535.31
2012-07-27,0.0,0.0,0.0,0.0,537.248
2012-07-28,0.0,0.0,0.0,0.0,514.747
2012-07-29,0.0,0.0,0.0,0.0,487.602
2012-07-30,0.0,0.0,0.0,0.0,481.301
2012-07-31,0.0,0.0,0.0,0.0,465.843
2012-08-01,0.0,0.0,0.0,0.0,447.313
2012-08-02,0.0,0.0,0.0,0.0,425.854
2012-08-03,0.0,0.0,0.0,0.0,408.398
2012-08-04,0.0,0.0,0.0,0.0,406.511
2012-08-05,0.0,0.0,0.0,0.0,407.967
2012-08-06,0.0,0.0,0.0,0.0,410.019
2012-08-07,0.0,0.0,0.0,0.0,409.167
2012-08-08,0.0,0.0,0.0,0.0,396.841
2012-08-09,0.0,0.0,0.0,0.0,375.99
2012-08-10,0.0,0.0,0.0,0.0,376.063
2012-08-11,0.0,0.0,0.0,0.0,372.376
2012-08-12,0.0,0.0,0.0,0.0,362.027
2012-08-13,0.0,0.0,0.0,0.0,362.979
2012-08-14,0.0,0.0,0.0,0.0,361.004
2012-08-15,0.0,0.0,0.0,0.0,359.246
2012-08-16,0.0,0.0,0.0,0.0,360.684
2012-08-17,0.0,0.0,0.0,0.0,347.341
2012-08-18,0.0,0.0,0.0,0.0,332.126
2012-08-19,0.0,0.0,0.0,0.0,324.16
2012-08-20,0.0,0.0,0.0,0.0,319.477
2012-08-21,0.0,0.0,0.0,0.0,314.043
2012-08-22,0.0,0.0,0.0,0.0,311.515
2012-08-23,0.0,0.0,0.0,0.0,296.028
2012-08-24,0.0,0.0,0.0,0.0,289.642
2012-08-25,0.0,0.0,0.0,0.0,289.05
2012-08-26,0.0,0.0,0.0,0.0,290.858
2012-08-27,0.0,0.0,0.0,0.0,290.035
2012-08-28,0.0,0.0,0.0,0.0,289.858
2012-08-29,0.0,0.0,0.0,0.0,287.832
2012-08-30,0.0,0.0,0.0,0.0,287.629
2012-08-31,0.0,0.0,0.0,0.0,287.026
2012-09-01,0.0,0.0,0.0,0.0,286.473
2012-09-02,0.0,0.0,0.0,0.0,171.946
2012-09-03,0.0,0.0,0.0,0.0,198.133
2012-09-04,0.0,0.0,0.0,0.0,198.133
2012-09-05,0.0,0.0,0.0,0.0,197.63
2012-09-06,0.0,0.0,0.0,0.0,210.74
2012-09-07,0.0,0.0,0.0,0.0,212.753
2012-09-08,0.0,0.0,0.0,0.0,219.814
2012-09-09,0.0,0.0,0.0,0.0,219.813
2012-09-10,0.0,0.0,0.0,0.0,219.811
2012-09-11,0.0,0.0,0.0,0.0,196.116
2012-09-12,0.0,0.0,0.0,0.0,196.62
2012-09-13,0.0,0.0,0.0,0.0,196.132
2012-09-14,0.0,0.0,0.0,0.0,196.098
2012-09-15,0.0,0.0,0.0,0.0,196.098
2012-09-16,0.0,0.0,0.0,0.0,196.098
2012-09-17,0.0,0.0,0.0,0.0,196.098
2012-09-18,0.0,0.0,0.0,0.0,196.099
2012-09-19,0.0,0.0,0.0,0.0,196.602
2012-09-20,0.0,0.0,0.0,0.0,196.098
2012-09-21,0.0,0.0,0.0,0.0,183.494
2012-09-22,0.0,0.0,0.0,0.0,183.494
2012-09-23,0.0,0.0,0.0,0.0,183.494
2012-09-24,0.0,0.0,0.0,0.0,183.998
2012-09-25,0.0,0.0,0.0,0.0,183.494
2012-09-26,0.0,0.0,0.0,0.0,183.998
2012-09-27,0.0,0.0,0.0,0.0,173.372
2012-09-28,0.0,0.0,0.0,0.0,166.561
2012-09-29,0.0,0.0,0.0,0.0,166.561
2012-09-30,0.0,0.0,0.0,0.0,166.561
2012-10-01,0.0,0.0,0.0,0.0,187.736
2012-10-02,0.0,0.0,0.0,0.0,187.103
2012-10-03,0.0,0.0,0.0,0.0,184.866
2012-10-04,0.0,0.0,0.9,0.2,183.857
2012-10-05,0.0,0.0,0.8,0.2,183.857
2012-10-06,0.0,0.0,0.6,0.0,184.377
2012-10-07,0.0,0.0,0.7,0.0,183.857
2012-10-08,0.0,0.0,0.7,0.0,183.857
2012-10-09,0.0,0.0,0.7,0.0,183.857
2012-10-10,0.0,0.0,0.7,0.0,184.362
2012-10-11,0.0,0.0,0.6,0.0,183.857
2012-10-12,0.0,0.0,0.6,0.0,184.361
2012-10-13,0.0,0.0,0.0,0.0,184.336
2012-10-14,0.1,0.0,0.0,0.0,184.865
2012-10-15,0.0,0.0,0.0,0.0,184.321
2012-10-16,0.0,0.0,0.0,0.0,184.171
2012-10-17,0.0,0.0,0.0,0.0,184.801
2012-10-18,0.0,0.0,0.0,0.0,184.775
2012-10-19,0.0,0.0,0.0,0.0,185.433
2012-10-20,0.0,0.0,0.0,0.1,185.622
2012-10-21,0.0,0.3,0.0,0.2,185.935
2012-10-22,0.0,0.3,0.0,0.2,186.639
2012-10-23,0.2,0.6,0.5,0.5,186.307
2012-10-24,0.2,0.7,0.5,0.5,186.959
2012-10-25,0.0,0.7,0.4,0.5,186.551
2012-10-26,0.0,0.7,0.4,0.5,185.094
2012-10-27,0.0,0.7,0.5,0.6,185.191
2012-10-28,0.3,1.1,0.7,0.7,185.312
2012-10-29,0.0,1.1,0.7,0.6,203.143
2012-10-30,0.0,0.4,0.0,0.3,303.139
2012-10-31,0.0,0.0,0.0,0.0,301.659
2012-11-01,0.0,0.0,0.0,0.0,262.669
2012-11-02,0.0,0.0,0.0,0.0,242.1
2012-11-03,0.0,0.0,0.0,0.0,241.097
2012-11-04,0.0,0.0,0.0,0.0,242.061
2012-11-05,0.0,0.0,0.0,0.0,240.53
2012-11-06,0.0,0.0,0.0,0.0,240.043
2012-11-07,0.0,0.0,0.0,0.0,276.459
2012-11-08,0.0,0.0,0.0,0.0,278.377
2012-11-09,0.5,0.7,0.3,0.4,280.287
2012-11-10,0.5,1.0,0.3,0.5,266.632
2012-11-11,0.5,1.0,0.4,0.6,243.716
2012-11-12,0.7,1.3,0.5,0.6,244.62
2012-11-13,0.7,1.5,0.6,0.7,245.679
2012-11-14,0.8,1.7,0.6,0.7,244.147
2012-11-15,0.8,2.0,0.6,0.7,238.502
2012-11-16,0.7,2.0,0.6,0.8,239.292
2012-11-17,0.7,2.0,0.7,0.8,239.619
2012-11-18,0.7,2.0,0.7,0.8,240.426
2012-11-19,0.7,2.0,0.7,0.8,241.189
2012-11-20,0.6,2.3,0.7,0.8,241.481
2012-11-21,0.5,2.8,0.7,0.8,242.578
2012-11-22,0.8,4.0,0.7,0.9,245.807
2012-11-23,0.9,4.5,0.7,0.9,246.188
2012-11-24,0.9,5.1,0.8,0.9,247.086
2012-11-25,1.0,5.8,0.9,1.1,248.003
2012-11-26,1.0,5.7,0.9,1.1,192.741
2012-11-27,1.0,5.7,1.0,1.1,173.545
2012-11-28,1.0,6.6,1.1,1.1,220.553
2012-11-29,1.0,6.6,1.1,1.1,236.962
2012-11-30,1.1,7.4,1.2,1.1,242.874
2012-12-01,1.2,8.1,1.2,1.3,243.235
2012-12-02,1.2,9.0,1.2,1.4,246.101
2012-12-03,1.1,10.9,1.3,1.5,247.011
2012-12-04,1.3,12.0,1.6,1.6,247.364
2012-12-05,1.5,13.1,1.6,1.8,262.87
2012-12-06,1.3,13.5,1.7,1.7,263.34
2012-12-07,1.0,13.7,1.7,1.5,254.658
2012-12-08,1.7,14.8,2.1,2.0,230.809
2012-12-09,1.7,15.1,2.3,2.2,220.76
2012-12-10,1.8,15.9,2.5,2.2,221.18
2012-12-11,1.9,16.1,2.6,2.3,212.148
2012-12-12,1.9,18.4,2.6,2.3,205.139
2012-12-13,1.9,18.6,2.8,2.3,205.48
2012-12-14,1.8,18.7,2.8,2.3,206.075
2012-12-15,1.8,18.9,2.8,2.3,206.026
2012-12-16,1.8,18.9,2.8,2.2,206.153
2012-12-17,1.9,19.2,2.8,2.3,190.247
2012-12-18,1.9,20.2,3.0,2.5,178.501
2012-12-19,1.9,20.7,3.0,2.5,178.669
2012-12-20,2.0,21.0,3.1,2.5,179.292
2012-12-21,2.0,21.2,3.1,2.5,179.526
2012-12-22,2.0,21.3,3.1,2.5,179.781
2012-12-23,2.1,21.4,3.1,2.5,179.472
2012-12-24,2.2,21.7,3.2,2.5,180.62
2012-12-25,2.4,21.8,3.3,2.6,180.175
2012-12-26,2.4,21.9,3.5,2.6,180.288
2012-12-27,2.4,21.9,3.5,2.5,178.449
2012-12-28,2.4,22.0,3.6,2.5,178.635
2012-12-29,2.4,22.0,3.6,2.5,178.792
2012-12-30,2.4,22.0,3.6,2.5,178.936
2012-12-31,2.4,22.0,3.6,2.4,171.49
2013-01-01,2.4,22.0,3.6,2.4,166.557
2013-01-02,2.4,22.0,3.6,2.4,138.361
2013-01-03,2.4,22.0,3.7,2.4,140.862
2013-01-04,2.4,22.0,3.8,2.4,164.613
2013-01-05,2.4,22.0,3.8,2.5,175.307
2013-01-06,2.4,22.0,3.8,2.5,172.909
2013-01-07,2.4,22.3,3.9,2.5,170.513
2013-01-08,2.5,23.5,4.0,2.7,175.663
2013-01-09,2.5,24.1,4.2,2.9,176.287
2013-01-10,2.7,25.1,4.4,3.4,178.941
2013-01-11,2.8,25.1,4.6,3.8,147.261
2013-01-12,2.7,24.9,4.7,4.0,141.678
2013-01-13,2.7,24.9,4.7,4.0,139.12
2013-01-14,2.7,25.4,4.8,4.0,141.675
2013-01-15,2.7,25.6,4.8,4.1,170.999
2013-01-16,2.7,25.3,4.9,4.1,168.596
2013-01-17,2.7,25.1,4.9,4.1,168.679
2013-01-18,2.7,25.1,4.9,4.2,157.666
2013-01-19,2.5,24.8,4.9,4.2,155.705
2013-01-20,2.5,24.8,4.9,4.2,155.743
2013-01-21,2.5,24.8,4.9,4.2,155.306
2013-01-22,2.5,24.7,4.9,4.2,152.807
2013-01-23,2.5,24.7,4.9,4.2,153.338
2013-01-24,2.5,24.8,4.9,4.2,152.897
2013-01-25,2.5,25.1,5.0,4.3,152.94
2013-01-26,2.6,25.2,5.0,4.3,153.492
2013-01-27,2.6,25.2,5.0,4.4,153.033
2013-01-28,2.5,25.3,5.0,4.4,150.521
2013-01-29,2.7,25.7,5.1,4.5,150.527
2013-01-30,2.8,25.8,5.1,4.6,150.531
2013-01-31,2.8,26.2,5.5,4.7,150.585
2013-02-01,2.9,26.7,5.6,4.7,148.112
2013-02-02,3.0,27.0,5.6,4.8,147.638
2013-02-03,3.0,27.0,5.6,4.8,148.156
2013-02-04,3.0,27.0,5.6,4.8,150.706
2013-02-05,3.0,27.0,5.7,4.8,148.199
2013-02-06,3.1,27.0,5.7,4.7,145.2
2013-02-07,3.1,27.1,5.8,4.8,142.674
2013-02-08,3.1,27.1,5.8,4.8,137.098
2013-02-09,3.1,27.1,5.8,4.8,137.559
2013-02-10,3.3,27.3,6.0,4.9,137.07
2013-02-11,3.3,27.3,6.1,4.9,137.034
2013-02-12,3.3,27.4,6.2,4.9,142.587
2013-02-13,3.3,27.5,6.3,4.9,148.181
2013-02-14,3.2,28.1,6.5,5.1,148.2
2013-02-15,3.2,28.3,6.6,5.3,147.703
2013-02-16,3.2,28.5,6.6,5.3,148.225
2013-02-17,3.3,28.8,6.7,5.3,148.231
2013-02-18,3.4,28.8,7.0,5.4,142.698
2013-02-19,3.4,29.0,7.0,5.4,137.124
2013-02-20,3.3,29.0,7.1,5.4,137.518
2013-02-21,3.3,28.9,7.1,5.4,138.821
2013-02-22,3.3,29.1,7.1,5.4,135.899
2013-02-23,3.3,30.1,7.1,5.5,135.969
2013-02-24,3.4,30.5,7.1,5.5,136.015
2013-02-25,3.4,31.0,7.1,5.5,135.339
2013-02-26,3.4,31.1,7.1,5.5,135.859
2013-02-27,3.4,31.1,7.1,5.5,136.463
2013-02-28,3.4,31.2,7.1,5.5,138.021
2013-03-01,3.4,31.2,7.1,5.5,141.282
2013-03-02,3.6,31.3,7.1,5.5,144.425
2013-03-03,3.5,31.4,7.1,5.5,142.543
2013-03-04,3.5,31.6,7.3,5.7,139.632
2013-03-05,3.5,31.6,7.2,5.7,131.649
2013-03-06,3.5,31.8,7.2,5.7,140.325
2013-03-07,3.5,32.0,7.2,5.9,140.468
2013-03-08,3.7,32.0,7.3,5.9,141.086
2013-03-09,3.7,32.0,7.3,5.9,141.194
2013-03-10,3.7,32.0,7.4,5.9,141.307
2013-03-11,3.7,32.0,7.4,5.9,138.902
2013-03-12,3.7,31.8,7.7,6.0,139.516
2013-03-13,3.5,32.4,7.8,6.0,156.786
2013-03-14,2.9,32.4,7.8,5.9,197.281
2013-03-15,2.5,32.5,7.8,5.9,203.531
2013-03-16,2.3,32.6,7.7,5.9,238.554
2013-03-17,1.9,33.1,7.8,6.0,231.747
2013-03-18,2.2,33.4,8.0,6.1,218.868
2013-03-19,2.4,34.0,8.1,6.3,210.501
2013-03-20,2.4,34.4,8.2,6.4,211.212
2013-03-21,2.4,34.6,8.3,6.5,218.497
2013-03-22,2.8,34.8,8.3,6.4,188.93
2013-03-23,2.8,34.8,8.2,6.5,178.0
2013-03-24,2.8,34.9,8.1,6.5,178.657
2013-03-25,2.9,35.0,8.0,6.5,184.86
2013-03-26,2.9,35.0,7.9,6.5,198.14
2013-03-27,2.5,35.0,7.9,6.6,195.799
2013-03-28,2.2,34.9,8.2,6.5,205.056
2013-03-29,1.7,34.9,8.2,6.5,212.299
2013-03-30,1.1,34.7,8.2,6.5,216.021
2013-03-31,0.3,34.6,8.2,6.5,244.469
2013-04-01,0.0,34.6,8.3,6.5,296.158
2013-04-02,0.0,34.6,8.5,6.5,398.862
2013-04-03,0.0,34.4,8.4,6.4,533.988
2013-04-04,0.0,35.1,8.3,6.4,623.877
2013-04-05,0.0,35.0,8.1,6.2,764.29
2013-04-06,0.0,34.6,7.8,5.9,954.811
2013-04-07,0.0,35.0,7.6,5.8,875.606
2013-04-08,0.0,35.5,7.8,6.1,716.075
2013-04-09,0.1,35.5,7.8,6.1,596.679
2013-04-10,0.0,35.3,7.8,6.1,590.683
2013-04-11,0.0,35.3,7.8,6.1,572.543
2013-04-12,0.0,35.4,7.8,6.1,533.69
2013-04-13,0.0,35.7,7.7,6.0,529.6
2013-04-14,0.0,35.8,7.8,6.2,486.144
2013-04-15,0.0,36.1,7.9,6.1,453.881
2013-04-16,0.0,36.1,7.9,6.2,452.915
2013-04-17,0.0,36.0,8.0,6.3,447.126
2013-04-18,0.0,36.0,8.0,6.1,450.783
2013-04-19,0.0,35.8,7.9,6.1,449.717
2013-04-20,0.0,36.4,7.7,6.1,450.131
2013-04-21,0.0,37.0,8.6,6.2,445.21
2013-04-22,0.3,37.8,8.7,6.7,437.776
2013-04-23,0.0,37.9,8.7,6.7,437.215
2013-04-24,0.0,37.9,8.7,6.7,441.219
2013-04-25,0.0,37.9,8.6,6.7,441.659
2013-04-26,0.0,37.7,8.3,6.6,562.25
2013-04-27,0.0,39.0,7.8,6.4,924.321
2013-04-28,0.0,38.9,7.1,6.2,1451.302
2013-04-29,0.0,38.1,6.4,5.5,1440.857
2013-04-30,0.0,38.3,6.8,5.5,1126.377
2013-05-01,0.2,38.1,6.8,5.5,933.643
2013-05-02,0.0,38.1,6.9,5.6,867.888
2013-05-03,0.0,38.1,6.5,5.4,891.026
2013-05-04,0.0,38.2,6.2,5.3,931.888
2013-05-05,0.0,38.3,6.0,5.2,937.376
2013-05-06,0.0,38.7,5.3,4.7,1295.982
2013-05-07,0.0,37.4,4.5,4.1,1838.247
2013-05-08,0.0,35.5,3.6,3.4,2442.466
2013-05-09,0.0,34.4,2.8,2.6,2973.646
2013-05-10,0.0,33.0,1.9,1.4,3488.549
2013-05-11,0.0,31.2,0.9,0.7,3497.152
2013-05-12,0.0,29.3,0.0,0.0,4077.453
2013-05-13,0.0,27.6,0.0,0.0,5569.912
2013-05-14,0.0,27.0,0.0,0.0,6669.431
2013-05-15,0.0,24.8,0.0,0.0,4348.966
2013-05-16,0.0,22.4,0.0,0.0,3274.789
2013-05-17,0.0,20.9,0.0,0.0,2776.295
2013-05-18,0.0,20.8,0.0,0.0,2584.199
2013-05-19,0.0,19.3,0.0,0.0,2593.181
2013-05-20,0.0,18.4,0.0,0.0,2428.312
2013-05-21,0.0,17.4,0.0,0.0,2814.028
2013-05-22,0.0,15.9,0.0,0.0,2995.026
2013-05-23,0.0,15.0,0.0,0.0,3006.964
2013-05-24,0.0,14.8,0.0,0.0,2642.163
2013-05-25,0.0,14.0,0.0,0.0,2237.532
2013-05-26,0.0,13.1,0.0,0.0,2066.537
2013-05-27,0.0,11.8,0.0,0.0,2171.098
2013-05-28,0.0,10.3,0.0,0.0,2357.735
2013-05-29,0.0,9.4,0.0,0.0,2415.404
2013-05-30,0.0,7.6,0.0,0.0,2661.588
2013-05-31,0.0,6.3,0.0,0.0,2356.036
2013-06-01,0.0,5.8,0.0,0.0,2105.492
2013-06-02,0.0,4.1,0.0,0.0,2139.354
2013-06-03,0.0,3.5,0.0,0.0,2540.606
2013-06-04,0.0,3.0,0.0,0.0,2432.484
2013-06-05,0.0,1.8,0.0,0.0,2297.669
2013-06-06,0.0,0.0,0.0,0.0,2475.046
2013-06-07,0.0,0.0,0.0,0.0,2846.518
2013-06-08,0.0,0.0,0.0,0.0,3462.498
2013-06-09,0.0,0.0,0.0,0.0,3269.92
2013-06-10,0.0,0.0,0.0,0.0,2860.258
2013-06-11,0.0,0.0,0.0,0.0,2508.164
2013-06-12,0.0,0.0,0.0,0.0,2444.625
2013-06-13,0.0,0.0,0.0,0.0,2539.886
2013-06-14,0.0,0.0,0.0,0.0,2214.786
2013-06-15,0.0,0.0,0.0,0.0,1928.151
2013-06-16,0.0,0.0,0.0,0.0,1737.203
2013-06-17,0.0,0.0,0.0,0.0,1663.221
2013-06-18,0.0,0.0,0.0,0.0,1690.34
2013-06-19,0.0,0.0,0.0,0.0,1800.066
2013-06-20,0.0,0.0,0.0,0.0,1789.264
2013-06-21,0.0,0.0,0.0,0.0,1653.075
2013-06-22,0.0,0.0,0.0,0.0,1356.63
2013-06-23,0.0,0.0,0.0,0.0,1347.599
2013-06-24,0.0,0.0,0.0,0.0,1346.627
2013-06-25,0.0,0.0,0.0,0.0,1351.743
2013-06-26,0.0,0.0,0.0,0.0,1343.743
2013-06-27,0.0,0.0,0.0,0.0,1189.95
2013-06-28,0.0,0.0,0.0,0.0,1172.79
2013-06-29,0.0,0.0,0.0,0.0,1139.828
2013-06-30,0.0,0.0,0.0,0.0,1079.523
2013-07-01,0.0,0.0,0.0,0.0,1032.541
2013-07-02,0.0,0.0,0.0,0.0,1004.881
2013-07-03,0.0,0.0,0.0,0.0,939.721
2013-07-04,0.0,0.0,0.0,0.0,888.065
2013-07-05,0.0,0.0,0.0,0.0,832.718
2013-07-06,0.0,0.0,0.0,0.0,840.598
2013-07-07,0.0,0.0,0.0,0.0,839.936
2013-07-08,0.0,0.0,0.0,0.0,741.049
2013-07-09,0.0,0.0,0.0,0.0,694.508
2013-07-10,0.0,0.0,0.0,0.0,676.811
2013-07-11,0.0,0.0,0.0,0.0,572.96
2013-07-12,0.0,0.0,0.0,0.0,536.122
2013-07-13,0.0,0.0,0.0,0.0,503.206
2013-07-14,0.0,0.0,0.0,0.0,482.695
2013-07-15,0.0,0.0,0.0,0.0,480.999
2013-07-16,0.0,0.0,0.0,0.0,482.454
2013-07-17,0.0,0.0,0.0,0.0,481.845
2013-07-18,0.0,0.0,0.0,0.0,497.284
2013-07-19,0.0,0.0,0.0,0.0,490.07
2013-07-20,0.0,0.0,0.0,0.0,489.837
2013-07-21,0.0,0.0,0.0,0.0,477.312
2013-07-22,0.0,0.0,0.0,0.0,465.413
2013-07-23,0.0,0.0,0.0,0.0,414.128
2013-07-24,0.0,0.0,0.0,0.0,395.322
2013-07-25,0.0,0.0,0.0,0.0,393.811
2013-07-26,0.0,0.0,0.0,0.0,379.26
2013-07-27,0.0,0.0,0.0,0.0,367.833
2013-07-28,0.0,0.0,0.0,0.0,363.995
2013-07-29,0.0,0.0,0.0,0.0,361.853
2013-07-30,0.0,0.0,0.0,0.0,359.96
2013-07-31,0.0,0.0,0.0,0.0,359.597
2013-08-01,0.0,0.0,0.0,0.0,356.29
2013-08-02,0.0,0.0,0.0,0.0,356.833
2013-08-03,0.0,0.0,0.0,0.0,356.472
2013-08-04,0.0,0.0,0.0,0.0,357.483
2013-08-05,0.0,0.0,0.0,0.0,331.575
2013-08-06,0.0,0.0,0.0,0.0,324.482
2013-08-07,0.0,0.0,0.0,0.0,321.787
2013-08-08,0.0,0.0,0.0,0.0,316.271
2013-08-09,0.0,0.0,0.0,0.0,314.403
2013-08-10,0.0,0.0,0.0,0.0,296.253
2013-08-11,0.0,0.0,0.0,0.0,296.484
2013-08-12,0.0,0.0,0.0,0.0,295.557
2013-08-13,0.0,0.0,0.0,0.0,300.846
2013-08-14,0.0,0.0,0.0,0.0,297.484
2013-08-15,0.0,0.0,0.0,0.0,302.865
2013-08-16,0.0,0.0,0.0,0.0,298.106
2013-08-17,0.0,0.0,0.0,0.0,271.23
2013-08-18,0.0,0.0,0.0,0.0,251.737
2013-08-19,0.0,0.0,0.0,0.0,226.377
2013-08-20,0.0,0.0,0.0,0.0,220.505
2013-08-21,0.0,0.0,0.0,0.0,217.838
2013-08-22,0.0,0.0,0.0,0.0,210.043
2013-08-23,0.0,0.0,0.0,0.0,208.725
2013-08-24,0.0,0.0,0.0,0.0,207.393
2013-08-25,0.0,0.0,0.0,0.0,204.022
2013-08-26,0.0,0.0,0.0,0.0,202.204
2013-08-27,0.0,0.0,0.0,0.0,199.406
2013-08-28,0.0,0.0,0.0,0.0,195.899
2013-08-29,0.0,0.0,0.0,0.0,197.483
2013-08-30,0.0,0.0,0.0,0.0,198.024
2013-08-31,0.0,0.0,0.0,0.0,196.032
2013-09-01,0.0,0.0,0.0,0.0,192.513
2013-09-02,0.0,0.0,0.0,0.0,188.954
2013-09-03,0.0,0.0,0.0,0.0,178.585
2013-09-04,0.0,0.0,0.0,0.0,172.895
2013-09-05,0.0,0.0,0.0,0.0,187.399
2013-09-06,0.0,0.0,0.0,0.0,211.402
2013-09-07,0.0,0.0,0.0,0.0,390.855
2013-09-08,0.0,0.0,0.0,0.0,422.71
2013-09-09,0.0,0.0,0.0,0.0,318.98
2013-09-10,0.0,0.0,0.0,0.0,218.604
2013-09-11,0.0,0.0,0.0,0.0,204.947
2013-09-12,0.0,0.0,0.0,0.0,197.944
2013-09-13,0.0,0.0,0.0,0.0,197.979
2013-09-14,0.0,0.0,0.0,0.0,198.014
2013-09-15,0.0,0.0,0.0,0.0,197.546
2013-09-16,0.0,0.0,0.0,0.0,198.085
2013-09-17,0.0,0.0,0.0,0.0,198.121
2013-09-18,0.0,0.0,0.0,0.0,196.128
2013-09-19,0.0,0.0,0.0,0.0,196.146
2013-09-20,0.0,0.0,0.0,0.0,196.164
2013-09-21,0.0,0.0,0.0,0.0,196.181
2013-09-22,0.0,0.0,0.0,0.0,195.695
2013-09-23,0.0,0.0,0.0,0.0,202.267
2013-09-24,0.0,0.0,0.0,0.0,213.88
2013-09-25,0.0,0.0,0.0,0.0,244.51
2013-09-26,0.0,0.4,0.3,0.6,187.316
2013-09-27,0.0,0.3,0.0,0.5,124.518
2013-09-28,0.0,0.0,0.0,0.4,124.518
2013-09-29,0.0,0.0,0.0,0.0,124.509
2013-09-30,0.0,0.5,0.0,0.0,153.599
2013-10-01,0.0,0.7,0.3,0.0,262.623
2013-10-02,0.0,0.9,0.2,0.0,265.048
2013-10-03,0.0,0.8,0.0,0.0,257.74
2013-10-04,0.0,0.8,0.0,0.4,259.565
2013-10-05,0.0,0.4,0.0,0.4,261.228
2013-10-06,0.0,0.0,0.0,0.0,262.347
2013-10-07,0.0,0.0,0.0,0.0,237.511
2013-10-08,0.0,0.0,0.0,0.0,228.796
2013-10-09,0.0,0.0,0.0,0.0,230.021
2013-10-10,0.0,0.0,0.0,0.0,231.436
2013-10-11,0.0,0.0,0.0,0.0,231.338
2013-10-12,0.0,0.0,0.0,0.0,232.752
2013-10-13,0.0,0.0,0.0,0.0,235.683
2013-10-14,0.0,0.0,0.0,0.0,220.95
2013-10-15,0.0,0.0,0.0,0.2,213.663
2013-10-16,0.0,0.0,0.0,0.0,213.93
2013-10-17,0.0,0.0,0.0,0.0,214.702
2013-10-18,0.0,0.0,0.0,0.0,219.521
